121;Which of the following statements are true about the blackhole MAC address table?;Entries are manually configured and delivered to each interface card. The entries cannot be aged out.;After a device is reset, an interlace card is hot swapped, or an interface card is reset, the saved entries on the device or interface card are not lost.;After a blackhole MAC address is configured on a device, the device discards packets whose source or destination MAC address is the blackhole MAC address;Blackhole MAC address entries can be used to filter out unauthorized users.;;0;;2;3
122;Which of the following methods are supported by VRP to configure the router?;Through the Console port;Through Telnet.;Through the AUX port.;Through FTP.;;0;1;2;
123;"The RADIUS information of the router is configured as follows. Which of the
following statements is/are correct?
radius-server template huawei
radius-server shared-key cipher huawei
radius-server authentication 200.0.12.1 1812
radius-server accounting 200.0.12.1 1813
radius-attribute nas-ip 200.0.12.2";The IP address of the authentication server is 200.0.12.1.;The IP address of the authorization server is 200.0.12.1.;The IP address of the accounting server is 200.0.12.1.;The source IP address of the RADIUS packets sent by the router is 200.0.12.2.;;0;;2;3
124;Which of the following statements about IPv6 address configuration are true?;IPv6 addresses can only be manually configured.;IPv6 addresses support stateless autoconfiguration;DHCPv6 assignment is supported for IPv6 addresses.;IPv6 addresses can be automatically configured in multiple modes.;;;1;2;3
125;"Which of the following statements are true according to the following command
output?
[Router Aldisplay ospfv3 peer verbose
OSPFv3 Process (1)
Neighbor 10.0.2.2 is Full, interface address
In the area 0.0.0.0 via interface GE0/0/0
DR Priority is 1 DR is 10.0.2.2 BDR is 10.0.1.1
Options is 3 (-|Rl-l-lElV6)
Dead timer due in 00:00:35
Neighbour is up for 00:12:10
Database Summary Packets List 0
Link State Request List 0
Link State Retransmission List 0
Neighbour Event: 6
Neighbour If Id : 0x3";The OSPFV3 area ID is 0;The router ID of the neighbor is 10.0.1.1.;The DR priority of the local router is 1.;The OSPFv3 process ID is 1.;;0;;2;3
126;Which of the following are Layer 2 ACLs?;ule 10 permit L2-protocol arp;rule 15 permit vlan-id 100;rule 20 permit source-mac 0203-0405-0607;rule 25 permit source 192.168.1.1 0.0.0.0;;;1;2;
127;If the network mask is 255.255.240.0, which of the following are valid network address?;150.150.0.0;150.150.0.8;150.150.8.0;150.150.16.0;;0;;;3
128;The PPPoE session establishment process can be divided into which stages?;Discovery stage.;DHCP stage;PPPoE Session stage.;PPP connecting stage.;;0;;2;
129;Which of the following parameters are used for STP calculation on a switching network running STP?;Bridge ID;Port ID.;Root path cost;Forward Delay;;0;1;2;
130;Which of the following statements about one-arm routing is/are true?;Only one physical link is used between the switch and router;On the switch, configure the port connected to the router as a trunk interface and allow frames of related VLANs to pass through;Sub-interfaces need to be created on the router;Each VLAN has a physical connection.;;0;1;2;
131;What are the advantages of OSPF?;OSPF supports Classless Inter-Domain Routing (CIDR).;OSPF can load balance traffic among equal-cost routes.;OSPF supports area partition.;OSPF supports packet authentication.;;0;1;2;3
132;Which of the following fields is/are contained in an IPv6 packet header?;Version;Traffic Class;Next Header;TOS;;0;1;;
133;Which of the following problems may emerge when a loop exists on a router?;Infinite packet forwarding.;Increased CPU usage.;Increased memory usage;Continuous change of destination IP addresses of packets.;;;1;2;
134;Two routers are connected through serial interfaces and support PPP encapsulation. Which parameters must be negotiated to establish the PPP connection?;MRU.;Authentication Password.;Magic-Number.;Authentication Protocol.;;0;;2;3
135;Which of the following commands can be used to query OSPF configurations of a device?;display current-configuration;n the OSPF protocol view: display this;dis ip routing-table;display ospf peer;;0;1;;
136;Which of the following types of routes can be used by a router to establish a routing table?;Direct route;Dynamic route;Static route;Aggregated route;;;1;2;
137;Which of the following IPv6 addresses is/are multicast address(es) within the link range?;FF02::1;FF02::2;FF12::1;FF12::2;;0;1;;
