152;How does an access port process data frames?;"The access port sends tagged packets. ";"The access port replaces the VLAN tag of the data frames and then forwards them. ";"The access port removes the VLAN tag of the data frames and then forwards them. ";"The access port adds the PVID to the data frames and then forwards them. ";;3
41;How is mapping performed on a DTE device in a Frame Relay network?;The local DLCI number is mapped to a remote IP address.;The local IP address is mapped to a remote DLCI number.;The local DLCI number is mapped to a local IP address.;The remote DLCI number is mapped to a remote IP address.;;0
206;How many bits are there in an ipv6 address?;32;64;96;128;;3
328;How many bits are there in the Scope field of an IPv6 multicast address?;2;3;4;5;;2
127;How many bytes are there in the basic IPv6 header?;32;40;48;64;;1
38;How many domains can be configured on a Huawei router?;30;31;32;33;;0
208;How many DUIDs can each DHCPv6 client have?;1;2;3;4;;0
440;How many DUIDs can each DHCPv6 server have?;1;2;3;4;;0
253;"How many extra bits are there in an IPv6 address, compared with an IPv4 address?";32;64;96;128;;2
220;How many modes can be used to generate a DUID for a DHCP device?;1;2;3;4;;3
104;"How many probe packets are sent for each TTL value by default when ""tracert"" is used to detect the path along which packet is sent from source to destination?";3;4;6;8;;0
317;How many types of OSPF packets are available?;2;3;4;5;;3
397;If a network’s address is 10.1.1.0/30, which of the following addresses is the broadcast address?;10.1.1.1;10.1.1.2;10.1.1.3;10.1.1.4;;2
494;If a route destined for the same network has multiple next hops, what is the route?;Sub-optimal route;Multi-path route;Default route;Equal-cost route;;3
52;If AH and ESP are both required to protect data streams between IPsec peers, how many Security Associations (SA) are required in total?;1;2;3;4;;3
327;If an Ethernet data frame is forwarded by the switch and is added with two VLAN tags, how many extra bytes are added to the data frame?;2;4;6;8;;1
174;"If an IPv6 host hopes that a sent packet can be forwarded by at most 10 routers, which of the following parameters in the IPv6 packet header needs to be modified?";Version;Traffic Class;Next Header;Hop Limit;;3
42;If Frame Relay implements dynamic address mapping for the PVC, which protocol will be used?;LMI protoco;ARP protocol;RARP protocol;InARP protocol;;3
110;"If Host B also configured the IP address as ""192.168.1.1/24"", an IP address config will occur.What will happen as a result?";Host B will send an ICMP request to the destination with the configured IP address. If a reply is received, the host will notify of an address conflict.;Host A will send a gratuitous ARP request to resolve the MAC address of the destination 192.168.1.1, for which Host B will reply.;Host B will send a gratuitous ARP request to resolve the MAC address of the destination 192.168.1.1, for which Host A will reply.;Host A will ignore any received ARP request intended for destination 192.168.1.1.;;2
81;If PPP authentication fails, which type of packet will be sent to the authenticated peer by the authenticator?;Authenticate-Ack;Authenticate-Nak;Authenticate-Reject;Authenticate-Reply;;1
215;If the \”user-interface maximum-vty 0\” command is run on a router, which of the following statements is true?;No user can log in to the router through Telnet Of SSH;A maximum of 15 VTY users can access the router at the same time;A maximum of 5 VTY users can access the router at the same time;A maximum of 4 VTY users can access the router at the same time;;0
134;"If the configuration information of a router is as follows, which user name and password are used by the peer router to perform PPP link authentication? aaa local-user test password cipher test local-user test service-type ppp local-user test1 password cipher test1 local-user test1 service-type telnet local-user test2 password cipher test2 interface Serial1/0/0 link-protocol ppp ppp authentication-mode pap ip address 10.0.12.1 255255 255.0 ";User name: test Password: test;User name: test1 Password: test1;User name: test2 Password: test2;User name: test2 Password: test;;0
133;If the configuration of a port on a switch is as follows, some VIAN tags are strippedwhen the port sends data frames carrying the VLAN tags. Which of the followingis/are among these VLAN tags?interface GigabitEthernet0/0/1port link-type trunkport trunk pvid vlan 10port trunk allow-pass vlan 10 20 30 40;10;20;30;40;;0
195;If the configuration of a port on a switch is as follows, the VLAN tag is stripped when the port transmits the data frames of some VLANs. Which of the following is/are among these VLANs?  interface GigabitEthernet0/0/1 port hybrid tagged vlan 2 to 3 100 port hybrid untagged vlan 4 6 ;1,4,5,6;4 , 5 , 2006;1 , 4 , 2005;4,6;;3
222;If the configuration of a port on a switch is as follows, what is the PVID of the port?  interface GigabitEthernet0/0/I port hybrid tagged vlan 2 to 3 100 port hybrid untagged vlan 4 6 ;1;2;4;100;;0
270;If the EUI-64 address 7BBC-FEFF-FFFE-EFAB is calculated based on a MAC address, what is the MAC address?;7ABC-FEFE-EFAB;78BC-FEFE-EFAB;7ABC-FFFE-EFAB;78BC-FFFE-EFAB;;0
402;If the EUI-64 address CA9E-93FF-FE7B-057B is calculated based on a MAC address, what is the MAC address?;C89E-9D7B-057B;CA9E-9D7B-057B;A89E-9D7B-057B;C89E-9DFF-057B;;0
404;If the EUI-64 address DC7E-FFFF-FEFF-BC0A is calculated based on a MAC address, what is the MAC address?;DE7E-FFFF-BC0A;DE7E-FFFE-BC0A;DC7E-FFFF-BC0A;EE7E-FFFE-BC0A;;0
219;If the following information is displayed on a router, the IPv6 address obtained by this interface is (). [Client] display dhcpv6 client GigabitEthernet0/0/0 is in stateful DHCPv6 client mode. State is BOUND. Preferred server DUID : 0003000100E0FCA648F5 Reachable via address : FE80:2E0:FCFF:FEA6:48F5 IA NA IA ID 0x0000D031 T1 43200 T2 69120 Obtained : 2019-03-08 11:13:28 Renews : 2019-03-08 23:14:28 Rebinds : 2019-03-09 06:26:28 Address: 3000::2 Lifetime valid 172800 seconds, preferred 86400 seconds Expires at 2019-03-10 11:14:28(172693 seconds left) DNS server : 2000::1;3000::1/64;2000::1/64;3000::2/64;3000::3000/64;;2
438;If the IP address a DHCP client wants to obtain is occupied, which type of packets does the DHCP server send to the DHCP client?;DHCP Discover packet;DHCP Release packet;DHCP NAK packet;DHCP ACK packet;;2
524;If the IPv4 address of a host on a local area network (LAN) is 192.168.1.1/30, which of the following destination IPv4 addresses can be carried in data packets thatthe host can decapsulate?;192.168.1.1;192.168.1.2;192.168.1.3;255.255.255.255;;1
406;If the MAC address of an interface is 00E0-FCEF-0FEC, the corresponding EUI-64 address is ( ).;02E0-FCFF-FEEF-0FEC;02E0-FCEF-FFFE-0FEC;00E0-FCFF-FEEF-0FEC;00E0-FCEF-FFFE-0FEC;;0
405;If the MAC address of an interface is 02E0-FCEF-0FEC, the corresponding EUI-64 address is ( ).;00E0-FCFF-FEEF-0FEC;00E0-FCEF-FFFE-0FEC;02E0-FCFF-FEEF-0FEC;02E0-FCEF-FFFE-0FEC;;0
231;If the MAC address of an interface is 0EE0-FFFE-0FEC, the corresponding EUI-64 address is ().;0CE0-FFFF-FEFE-0FEC;0CE0-FFFE-FFFE-0FEC;0EE0-FFFF-FEFE-0FEC;0EE0-FFFE-FFFE-0FEC;;0
261;If the MAC address of an interface is EEE0-AABB-CD7B, the corresponding EUI-64 address is ().;ECE0-AAFF-FEBB-CD7B;CCE0-AAFF-FEBB-CD7B;EEE0-AAFF-FEBB-CD7B;CCE0-AABB-FFFE-CD7B;;0
211;If the network administrator assigns the IPv4 address 192.168.1.1/28 to a host on the network, how many hosts can be added to the network where the host resides?;12;13;14;15;;1
303;"If the output information of a router is as follows, which of the following tunnelprotocols is used by the interface?[Router A]display interface Tunnel 0/0/0 Tunnel0/0/0 current state : UP Line protocol current state : UP Last line protocol up time : 2019-03-06 11:03:15 UTC-08:00 Description:HUAWEI, AR Series, Tunnel0/0/0 Interface Route Port,The Maximum Transmit Unit is 1500 Internet Address is unnumbered, using address of LoopBack0(10.0.1.1/32) Encapsulation is TUNNEL, loopback not set Tunnel source 10.0.12.1 (GigabitEthernet0/0/0), destination 10.0.12.2 Tunnel protocol/transport GRE/IP, key disabled";GRE;IPsec;LDP;MPLS;;0
251;If the value of the value “Payload Length” field in an IPv6 packet header is 1400 bytes, how many bytes does the valid payload of the packet occupy?;1360 bytes;1380 bytes;1320 bytes;1400 bytes;;3
144;"If the values of the M and O flags in the RA packet sent by the DHCPv6 server are 0 and 1, respectively, which of the following modes is used by the host for address autoconfiguration?";"Stateless address autoconfiguration ";DHCPv6 stateful autoconfiguration;DHCPv6 stateless autoconfiguration;The values are meaningless;;2
57;In a network supporting IPv6, OSPF no longer supports which feature?;multiple areas;Router-ID;authentication;multicast updates;;2
56;In a small network supporting IPv6, a network administrator wishes implement RIPng.Which of the following commands should be used to enable this protocol?;[RTA-GigabitEthernet0/0/0]ripng 1 enable;[RTA]ripng 1 enable;&ltRTA>ripng 1 enable;[RTA-ripng-1]ripng 1 enable;;0
40;In order to check if the interface serial 1/0/0 is working in either DCE or DTE mode, command ( ) is used.;display mode serial 1/0/0;display controller;display interface serial 1/0/0;display current-config;;2
58;"In port aggregation, ""multiple"" ports are aggregated to form a port aggregation group so that all the member ports in the group share the outgoing/incoming load.At which layer is port aggregation implemented?";Physical Layer;Data Link Layer;Network Layer;Transport Layer;;1
292;"In standard STP mode, which of the following ports on non-root switches forward the BPDUs with TC bits set generated by the root switch?";Root port;"Backup port ";Designated port;Alternate port;;0
166;"In STP, the bridge ID on the switching network is as follows. With which of the following bridge ID is this switch selected as the root bridge?";32768 00-01-02-03-4-CC;4096 00-01-02-03-04-DD;32768 00-01-02-03-04-АА;32768 00-01-02-03-04-BB;;1
98;"In the case of Huawei router, what is the ""-i"" parameter in a Ping command issued on a VRP operating system used to set?";Interface for sending an Echo Request packet;Source IP address for sending an Echo Request packet;Interface for receiving an Echo Reply packet;Destination IP address for receiving an Echo Reply packet;;0
344;In the network shown on the figure, if all links are Ethernet links and all routers run OSPF, how many DRS will be elected on the entire network? ;1;2;3;4;;0
234;In the PPP frame format, the Protocol field is 0xC021. What is the protocol?;LCP;NCP;PAP;CHAP;;0
122;In the PPP frame format, the Protocol field is OxC223. What is the protocol?;"LCP ";NCP;PAP;CHAP;;3
85;In the PPP protocol, which of the following encryption algorithms is used by CHAP?;DES;MD5;AES;None;;1
409;In the PPPoE discovery stage, the PPPoE server assigns a session-id to the PPPoE client in which packet?;PADI.;PADO.;PADR.;PADS.;;3
210;In which of the following ranges can the VLAN IDs be used by users?;0 to 4095;1 to 4096;0 to 4096;1 to 4094;;3
422;In which of the following situations does a switch running RSTP generate configuration BPDUs with the TC bit set?;The edge port changes to the Forwarding state.;The edge port changes to the Discarding state;A non-edge port changes to the Forwarding state.;The backup port goes down.;;2
341;In which of the following states can an STP-enabled port transition to the Forwarding state directly? ;Blocking;Disabled;Listening;Learning;;3
421;"In which of the following states does an STP-enabled port participate in port role election? ";Blocking;Disabled;Listening;Learning;;0
377;In which state does OSPF determine the master/slave relationship of DD packets?;ExStart ;Exchange ;Full ;2-way;;0
55;Interface G0/0/1 on RTA contains a MAC address of 00e0-fc03-aa73 and is configured with the IPv6 address 2001::2E0:FCFF:FE03:AA73. Which method is most likely to have been used to configure the interface IPv6 address?;DHCPv6;Auto-link;ARP;EUI-64;;3
216;IPv6 can also be called;IPng;IP +;RIPng;NextIP;;0
391;MAC address table of SWA is as follows. The switch cannot learn the MAC address of HOST A. Which of the following reasons is impossible?;MAC address learning is disabled on G0/0/1 of the switch.;MAC address learning is disabled in the VLAN to which HOST A belongs.;G0/0/1 of the switch is configured as an access interface.;HOST A does not send any data frame.;;0
432;In which of the following states can an STP-enabled port transition to the Forwarding state directly?;Blocking;Disabled;Listening;Leamning;;3
62;NAPT allows for multiple internal addresses to be mapped to a single public address.How does NAT distinguish between the different private addresses when mapping to the same public address?;The source MAC address is used.;The destination MAC address is used.;The source port number is used.;The destination port number is used.;;2
65;NAPT uses the same public address but different port numbers to translate private addresses.Which statement regarding the port number is correct?;It is necessary to configure port number mapping manually.;It is only necessary to configure the port number range.;It is not necessary to configure port numbers.;An access control list is needed to assign port numbers.;;2
236;On a broadcast network with four routers, all the routers run OSPFv3, and the DR priorities of all are not 0. How many adjacencies are there on the network?;3;4;5;6;;0
507;On a broadcast network with four routers, all the routers run OSPFv3, and the DR priorities of all the routers are not 0. How many adjacencies are there on thenetwork?;4;6;5;3;;0
157;"On the network shown in the figure, after the OSPF protocol state is stable, what is the neighbour status between Router B and Router C?";Down;2-way;Full;"Attempt ";;1
285;On the network shown in the figure, after the OSPF protocol state is stable, what is the neighbour status between Router A and Router B?;Down;2-way;Full;Attempt;;2
177;"On the network shown in the figure, all routers run OSPF and the cost value is marked above the link. What is the cost value of the route to 10.0.0.0/8 in the routing table of RA?";20;70;60;100;;2
491;On the network shown in the figure, all routers run OSPF and the cost value is above the link. Which of the following is the path for Router A to send packets to10.0.0.0/8?;A-B-D;A-C-D;RA fails to reach 10.0.0.0/8.;A-D;;1
176;"On the network shown in the figure, host A logs in to router A through Telnet and obtains the configuration file of router B through FTP on the remote CLI. How many TCP connections exist on router A?";1;2;3;4;;2
463;On the network shown in the figure, if all links are Ethernet links and all routers run OSPF, how many DRs will be elected on the entire network?;2;4;3;1;;1
275;"On the network shown in the figure, if all routers run OSPF, which router is elected as the BDR?";"Router A ";Router B;Router C;Router D;;0
419;"On the network shown in the figure, no gateway is configured for host A, and host B has the ARP cache entries corresponding to the gateway. If the “ping 11.0.12.1"" command is run on host A, which of the following statements is true?";No data packet is sent from host R;The destination MAC address of data frames sent by host A is MAC-C;The destination MAC address of data frames sent by host A is MAC-B.;The destination IP address of data packets sent by host A is 11.0.12.1.;;0
347;On the network shown in the figure, router A adopts link aggregation in manual load balancing mode, and G0/0/1 and G0/0/2 are added to link aggregation group (LAG) 1.  Which of the following statements is false about Eth-Trunk 1 on router A?;If only G0/0/1 on router B is desabled, Eth-Trunk 1 is up.;If only G0/0/2 on router B is desabled, Eth-Trunk 1 is up.;If both G0/0/1 and G0/0/2 on router B are disabled, Eth Trunk 1is Up.;If both G0/0/1 and G0/0/2 on router B are disabled, Eth Trunk 1is Down.;;2
321;On the network shown in the following figure, all interfaces run OSPFv3. How many DRs exist on the network?;1;2;3;4;;0
357;On the switching network shown in the figure, all switches run STP. After the topology is stable, if the interval for sending configuration BPDUs is changed on the switche  (), the interval for SWD to send configuration BPDUs will be affected.;SWA;SWB;SWC;SWD;;1
343;On the Versatile Routing Platform (VRP), which of the following commands is used to display the current interface configuration in the interface view?;display users;display version ;display ip interface brief ;display this;;3
411;"On the VRP platform, the function of the ""interface vlan "" command is ()";"To create a VLAN. ";Tocreate a VLAN virtual interface, or to enter a VLAN virtual interface view.;To configure a VLAN for a port.;The command does not exist.;;3
71;On the VRP platform, which of the following commands is used to configure the Router ID of a router as 1.1.1.1?;&ltHuawei>router id 1.1.1.1;[Huawei]router id 1.1.1.1;[Huawei]router-id 1.1.1.1;[Huawei]router id 1.1.1.1 255.255.255.255;;1
21;On VRP platform, the command lines are classified into four levels in increasing priority: Visit level, Monitoring level, Configuration level, and Management level. At which level, the operator is permitted to configure service but is not permitted to operate the file system?;Visit level;Monitoring level;Configuration level;Management level;;2
320;"On VRP platform, which of the following parameters can be used together with the ""ping"" command to specify the source address of an echo request message?";-a;-s;-d;-n;;0
289;On which of the following networks does OSPv3 need to elect a DR?;Broadcast network;P2P network;P2MP network;CLNP network;;0
424;"OSPF allows for ""multiple"" processes. By default, OSPF selects a process whose number is ( ).";0;1;10;100;;1
100;Ping 10.0.0.2: 56 data bytes, press CTRL_C to breakReply from 10.0.0.2: bytes=800 Sequence=1 ttI=255 time=2 msReply from 10.0.0.2: bytes=800 Sequence=2 ttl=255 time=10 ms--- 10.0.0.2 ping statistics ---2 packet(s) transmited2 packet(s) received0.00% packet lossround-trip min/avg/max = 2/6/10 msA network administrator uses the ping command to test connectivity to the destination 10.0.0.2 on a Huawei AR series router.Which statement regarding the output is correct?;The network administrator used the command ping -c 2 -s 800 10.0.0.2;The network administrator used the command ping -a 2 -v 800 10.0.0.2;The path between the source and destination is not OK.;The network administrator changed the default TTL value.;;0
430;"PING 10.0.02 : 56 data bytes, press CTRL_C to break Reply from : bytes=800 Sequence=l ttl=255 time=2 ms Reply from : bytes=800 Sequence=2 ttl=255 time=10 ms --- ping statistics --- 2 packet(s) transmitted 2 packet(s) received 0.00% packet loss round-trip min/avg/max = 2/6/10 ms The network administrator can run the ""ping"" command on the AR G3 router to test the connectivity to . Which of the following statements is true about the command output?";"The command used by the network administrator is ""ping -c 2 -s 800 """;"The command use by the network administrator is ""ping -a 2 -v 800 """;The destination address is unreachable;The network administrator changes the default TTL value to 255.;;0
178;"Refer to the command output. Which statement is true regarding this command? ip route-static 10.0.12.0 255.255.255.0 192.168.1.1";The configuration represents a static route to the 192.168.1.1 network.;The configuration represents a static route to the 10.0.12.0 network.;The preference value of this configured route is 100.;"If the router has learned the same destination network via a dynamic routing protocol, the static route will always take precedence ";;1
255;Refer to the graphic, three Layer 2 switches enabled with STP are connected to the same hub. The configuration of bridge IDs is as follows while all other configurations use default values. Which of the following statements is false?;LSWI is selected as the root bridge by comparing the bridge IDs;G0/0/2 on I-SWI is blocked;G0/0/1 on LSW3 is for AP Port and is blocked;The two interfaces on LSWI are designated ports and are in the forwarding state;;1
274;Refer to the graphic, which of the following statements is true about OSPF topology and configuration?;A stable OSPF neighbor relationship can be set up between R1 and R2.;"After the default network type of the interface on R1 is restored to broadcast, a stable OSPF neighbor relationship can be set up between R1 and R2.";"After the default network type of the interface on R1 is restored to broadcast and the hello packet sending interval is changed to 10s, a stable OSPF neighbor relationship can be set up between R1 and R2";"Compared with R1, R2 is more likely to become the DR because the DR priority of the interface on R2 is lower than that of R1.";;2
272;Refer to the graphic. A web server in a private network is required to provide HTTP services to public users. The network administrator is required to configure NAT on RTA. Which configuration should be used?;"[RTA-Serial 1/0/1]nat server protocol tcp global 202.10.10.1 www inside 192.168.1.1 8080";[RTA-Serial0/0/1]nat server protocol tcp global 192.168.1.1 www inside202.10.10.1 8080;[RTA-Gigabitethernet0/0/1]nat server protocol tcp global 202.10.10.1 www inside192.168.1.1 8080;[RTA- Gigabitethernet0/0/1)nat server protocol tcp global 192.168.1.1 www inside202.10.10.1 8080;;0
420;Refer to the graphic. Both switches are operating using STP. With exception to those shown, all other default parameters have been maintained. Which port will be blocked?;Port G0/0/1 of switch A.;Port G0/0/2 of switch B.;Port G0/0/1 of switch B.;Port G0/0/2 of switch A.;;2
186;Refer to the graphic. Host A and Host B use VLAN routing to facilitate communication. When interface G0/0/1.2 of RTA receives a frame from Host B, what will RTA do?;RTA will immediately forward the frame via interface G0/0/1.1;RTA remove the VLAN tag before forwarding the frame.;RTAwill remove the VLAN tag and add a new tag for VLAN10 before forwarding the frame.;RTA will discard the frame.;;1
299;"Refer to the graphic. Packet encapsulation in the IPsec architecture is performed as shown. Which IPsec mode is being used to encapsulate the packet?";normal mode;transport mode;tunnel mode;this encapsulation is wrong;;2
338;Refer to the graphic. The switch is operating using STP. All default parameters have been maintained. Which port will be assigned a designated port role? ;G0/0/1 of switch A;G0/0/2 of switch A;E0/0/1 of the hub;E0/0/2 of the hub;;0
398;Refer to the graphic. Two hosts communicate through a GRE tunnel. When the GRE tunnel is up, the network administrator configures a static route on RTA to route packets to Host B. Which of the following commands should be used?;ip route-static 10.1.2.0 24 GigabitEthernet0/0/1;ip route-static 10.1.2.0 24 200.2.2.1;ip route-static 10.1.2.0 24 200.1.1.1;ip route-static 10.1.2.0 24 tunnel 0/0/1;;3
481;Refer to the graphic. Which of the following statement describes the network shown?;There are 4 collision domains in the network.;There are 2 broadcast domains in the network.;There are 6 broadcast domains in the network.;There are 6 collision domains in the network.;;1
200;RSTP uses the P/A mechanism to speed up switching of the upstream port state to Forwarding. However, no loop occurs. Why?;The non-root port of the local device is blocked to ensure that no loop occurs.;The Forward Delay timer is shortened;Election of port roles is accelerated;Edge ports are introduced;;0
120;"Segment routing (SR) is a protocol designed based on () to forward data packets on a network. ";Source routing;Destination routing;Policy-based routing;Routing policy;;0
96;Source Destination Protocol Info10.0.12.1 10.0.12.2 TCP 50190 > telnet [SYN] Seq=0 Win=8192 Len=0 MSS=1460100.12.210.0.12.1 TCP telnet> 50190 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS-146010.0.12.1 10.0.12.2 TCP 50190 > telnet [ACK] Seq-1 Ack=1 Win-8192 Len=0Refer to the capture output. The administrator has captured three packets in the network. Which statement regarding the captured packets is incorrect?;This packets represent a TCP three-way handshake process.;10.0.12.1 is the telnet server, while 10.0.12.2 is the telnet client.;The three packets contain no application data.;10.0.12.1 uses port 50190 to buid the telnet connection.;;1
384;system-view[Huawei] user-interface console 0[Huawei-ui-console0] user privilege level 15 [Huawei-ui-console0] authentication-mode password [Huawei-ui-console0] set authentication password cipher huawei2012 [Huawei-ui-console0] quit Which of the following statements is false about the preceding configuration?;The administrator wants to log in to and manage the device through the console port.;After the configuration is completed, the administrator cannot remotely log in to the device to manage the device.;The user who logs in to the device through the console port has the highest level of user rights;"The password for logging in to the device through the console port is ""cipher huawei2012"".";;2
108;The administrator has configured an IP address for Host A and Host B, but had forgotten to configure a default gateway.What effect will this have on the hosts?;Neither host will be affected, and therefore will be able to communicate with the peer.;Host A will be unable to connect to the router’s G0/0/0 interface.;Hosts will be unable to communicate unless arp-proxy is enabled on the router.;The host will be unable to reach neither the local nor remote network destinations.;;2
32;An end system is unable to communicate with a DHCP server following the startupprocess.Which IP address may be used by the client?;0.0.0.0;127.0.0.1;169.254.2.33;255.255.255.255;;2
109;The administrator uses the ping command on the host to test connectivity to the website www.huawei.com.The command line shows a request time out. The administrator displays the ARP entries for the host.Which entry will be found in the ARP cache table of the host?;The MAC address of the destination www.huawei.com will exist in the ARP cache.;The MAC address of the switch will exist in the ARP cache.;The IP address of the destination www.huawei.com will exist in the ARP cache.;The MAC address of router interface G0/0/0, will exist in the ARP cache.;;3
23;The administrator wishes to change name of the router. Under which view should the administrator be in order to achieve this?;User-view;System-view;Interface-view;Protocol-view;;1
73;The administrator wishes to configure OSPF on a router in the network however the router has no loopback interface.Which value will be used as the router ID?;The lowest IP address of the router’s active interfaces.;The highest IP address of the router’s active interfaces.;The IP address of the management interface.;The priority value of the router.;;1
16;The administrator wishes to manage a network through telnet from a user's terminal to a router.How can this be achieved?;A connection should be established between the ethernet port of the terminal and the console port of the router.;A connection should be established between the ethernet port of the terminal and the ethernet port of the router.;A connection should be established between the console port of the terminal and the ethernet port of the router.use console cable connect pc’s ethernet port and router’s console port;A connection should be established between the COM port of the terminal and the console port of the router.;;1
194;The configuration information of G0/0/1 on switch is as follows. Which of the following VLAN data frames are untagged when the switch forwards the frames?  interface GigabitEthernet0/0/1 port link-type trunk port trunk pvid vlan 10 port trunk allow-pass vlan 10 20 30 40 ;Data frames from VLAN 10;Data frames from VLAN 20;Data frames from VLAN 30;Data frames from VLAN 40;;0
500;The following shows the Eth-Trunk information on a switch. Which of the following commands can be used to delete Eth-Trunk 1?;undo interface Eth-Trunk 1;inte GigabitEthernet 0/0/1 undo eth-trunk quitinte GigabitEthernet 0/0/2undo eth-trunk quit undo interface Eth-Trunk 1;inte GigabitEthernet 0/0/1 undo eth-trunk quit undo interface Eth-Trunk 1;inte GigabitEthernet 0/0/2 undo eth-trunk quit undo interface Eth-Trunk 1;;1
169;The IP address 192.168.1.127/25 represents a ( ) address.;"Host ";Network;"Multicast ";Broadcast;;3
35;The IP addresses of clients in the network are deployed via a DHCP server. When a host reboots, which message will the host first send to the DHCP server?;;DHCP REQUEST;DHCP OFFER;DHCP ACK;;1
54;The IPv6 address achitecture does not include which of the following address types?;unicast;multicast;broadcast;anycast;;2
342;The LACP priority is shown in the figure. Switch A and switch B  adopt link  aggregation in LACP mode, all interfaces are added to the link aggregation group (LAG), and the maximum number of active ports is set to 3. Which port of switch is not an active port?;G0/0/0;G0/0/1;G0/0/2;G0/0/3;;0
189;The last option field (option) of an IPv4 packet is a length-variable and optional field. What is the maximum length of this field?;40B;60B;20B;10B;;0
306;The length of an IPv6 address is () that of an IPv4 address.;double;triple;four times;"five times ";;2
474;The MAC address table of a switch is as follows. If the switch receives a data frame whose destination MAC address is 5489-9885-18a8 from Eth0/0/2, which of the following statements is true?;The data frame is forwarded through Eth0/0/2.;The data frame is flooded.;The data frame is forwarded through Eth0/0/1.;The data frame is discarded;;3
254;The network administrator finds that a port on the switch has learned an MAC address but cannot forward data frames. What is the state of the port?;Blocking;Disabled;Listening;Learning;;3
453;The network administrator needs to configure static NAT on RTA, in order to allow Host A to communicate with Host C. Which command is correct?;[RTA-Serial1/0/1 ]nat outbound 200.1.1.10;(RTA-Serial1/0/l]nat static global 200.1.1.10 inside 192.168.1.0;[RTA-Serial1/0/l]nat static globall 92.168.1.1 inside 200.1.1.10;[RTA-Serial1/0/l]nat static global 200.1.1.10 inside 192.168.1.1;;3
60;The network administrator wishes to forward data over an Eth-trunk, however associated member interfaces operate at different rates. In terms of the resulting behavior, which of the following is true?;The two switches will not be able to communicate.;The higher rate member interfaces may incur packet loss.;The Eth-Trunk will work normally.;The lower rate member interfaces may incur packet loss.;;3
67;The network administrator wishes to transmit data between two end stations. The network interface cards of both devices operates at 100Mbps however one supports half duplex while the other uses full duplex mode.What will occur as a result?;The end stations cannot communicate.;The end stations can communicate, but data may be lost during transmission of large amounts of traffic.;The end stations will operate normally;The end stations can communicate, but speed is different during transmission of large amounts of traffic.;;1
249;The Network Management Station uses SNMP to manage devices, which SNMP message is sent when an SNMP registered abnormal event occurs?;get-response;set-request;trap;get-request;;2
237;The output of the \”display ip interface Ethernet 0/0/0 \” command on router R1 is as follows. Which of the following statements is false? display ip interface Ethernet 0/0/0 EthernetO/O/O current state : UP Line protocol current state : UP The Maximum Transmit Unit : 1500 bytes input packets 3645, bytes : 287468, multicasts : 3590 output packets : 3715, bytes : 294616, multicasts : 3654 Directed-broadcast packets: received packets: O, sent packets: 0 forwarded packets: O, dropped packets: 0 ARP packet input number: 29 Request packet: 1 3 Reply packet: 16 Unknown packet: 0 Internet Address is 10.0.12.1/24 Broadcast address : 10.0.12.255;The physical link of Ethernet0/0/0 is normal.;The IP address of Ethernet0/0/0 is 10.0.12.1/24;The MTU value of Ethernet0/0/0 is 1480;The broadcast address corresponding to Ethernet0/0/0 is 10.0.12.255.;;2
433;The PPPOE client sends a PADI packet to the server, and the server returns a PADO packet. Which type of frame is a PADO packet?;Unicast;Multicast;Broadcast;Anycast;;2
323;The Priority field in a VLAN tag can be used to identify the priority of a data frame. What is value range of the field?;0 to 3;0 to 7;0 to 15;0 to 63;;1
15;The users who log on the router through Telnet are not permitted to configure IP address.What is the possible reason?;Communication failures occur between the user and the router.;The authentication mode of Telnet is set incorrectly.;Privilege level of Telnet is set incorrectly.;SNMP parameters are set incorrectly.;;2
126;"There are two routers (RTA and RTB) between the source device and destination device. The Tracert command is used to detect the path between the two devices. During detection of the first hop (RTA), the source device sends a UDP packet with a TTL of 1 to an interface with a large interface number on the destination device. The TTL turns to 0 when the packet arrives at RTB, upon which RTA sends an ICMP ___ message to the source device.";Time Exceeded;Echo Request;Echo Reply;Port Unreachable;;0
296;"To enable Router A to communicate with loopback 0 on Router B on the network shown in the figure, which of the following commands need to be run on Router A?";ip route-static 10.0.2.2 255.255.255.255 10.0.12.2;ip route-static 10.0.2.2 255.255.255.255 10.0.12.1;ip route-static 10.0.2.2 32 GigabitEthernet 0/0/0;ip route-static 10.0.2.2 0 GigabitEthernet 0/0/0;;0
88;To establish multiple PPP point-to-point connections in the Ethernet network, a PPPoE server establishes connections with multiple PPPoE clients on oneEthernet port.How does PPPoE differentiate between each connection?;MAC address.;IP address and MAC address;MAC address and ppp-id;MAC address and session-id;;3
99;To provide the information about the IP addresses that a user packet traverses along the path to the destination, which of the following does Tracert record in each expired ICMP TTL packet?;Destination port;Source port;Destination address;Source address;;3
105;Two end stations in a point-to-point network perform address resolution.Which of the following statements is correct?;The destination address of an ARP request from each station will be a unicast MAC address.;The destination address of an ARP request from each station will be a broadcast IP address;The destination address of an ARP reply from each station will be a unicast MAC address.;The destination address of an ARP reply from each station will be a broadcast MAC address.;;2
76;Two routers are configured with OSPFv3. OSPFv3 is enabled on all interfaces of each router.Which of the following is true in the event that the network administrator does not configure a Router-ID?;The IP address of the loopback 0 interface will be used as the router ID.;The IP address of the loopback 1 interface will be used as the router ID.;The router selects the second entry to match the destination address of the packet because the cost of RIP is lower than that of OSPF.;No router ID will be assigned to the router.;;3
